symbol,name
VAL.BO,Vaksons Automobiles Limited
VALIANT.BO,Valiant Communications Limited
VALIANTORG.BO,Valiant Organics Limited
VALLABH.BO,Vallabh Poly-Plast International Limited
VALLABHSQ.BO,Vallabh Steels Limited
VALSONQ.BO,Valson Industries Limited
VAMA.BO,Vama Industries Limited
VAMSHIRU.BO,Vamshi Rubber Limited
VANDANA.BO,Vandana Knitwear Limited
VANICOM.BO,Vani Commercials Limited
VANTABIO.BO,Vanta Bioscience Limited
VAPIPPR.BO,Vapi Enterprise Limited
VARDHMAN.BO,Vardhman Concrete Limited
VARDMNPOLY.BO,Vardhman Polytex Limited
VARIMAN.BO,VARIMAN GLOBAL ENTERPRISES LIM
VARROC.BO,Varroc Engineering Limited
VASCONEQ.BO,Vascon Engineers Limited
VASINFRA.BO,Vas Infrastructure Limited
VASWANI.BO,Vaswani Industries Limited
VAXHS.BO,Vax Housing Finance Corporation Limited
VBCFERROQ.BO,VBC Ferro Alloys Limited
VBDESAI.BO,V. B. Desai Financial Services Limited
VBIND.BO,V. B. Industries Limited
VBL.BO,Varun Beverages Limited
VCKCAP.BO,VCK Capital Market Services Limited
VCU.BO,VCU Data Management Limited
VEDAVAAG.BO,Vedavaag Systems Limited
VEDL.BO,Vedanta Limited
VEERENRGY.BO,Veer Energy & Infrastructure Limited
VEERHEALTH.BO,RH
VEGETABLE.BO,Vegetable Products Limited
VELHO.BO,Velan Hotels Limited
VELJAN.BO,Veljan Denison Limited
VENKYS.BO,Venky's (India) Limited
VENLONENT.BO,Venlon Enterprises Limited
VENTURA.BO,Ventura Textiles Limited
VENUSREM.BO,Venus Remedies Limited
VERITAS.BO,Veritas (India) Limited
VERTEX.BO,Vertex Securities Limited
VESUVIUS.BO,Vesuvius India Limited
VETO.BO,Veto Switchgears and Cables Limited
VFL.BO,Viji Finance Limited
VGCL.BO,Vibrant Global Capital Limited
VGIL.BO,Veer Global Infraconstruction
VGUARD.BO,V-Guard Industries Limited
VHL.BO,Vardhman Holdings Limited
VIAANINDUS.BO,Viaan Industries Limited
VICEROY.BO,Viceroy Hotels Limited
VICTMILL.BO,The Victoria Mills Limited
VICTORYPP.BO,Victory Paper and Boards (India) Limited
VIDEOIND.BO,Videocon Industries Limited
VIDHIING.BO,Vidhi Specialty Food Ingredients Limited
VIDLI.BO,Vidli Restaurants Limited
VIJAYTX.BO,Vijay Textiles Limited
VIJSOLX.BO,Vijay Solvex Limited
VIKALPS.BO,Vikalp Securities Limited
VIKASECO.BO,Vikas EcoTech Limited
VIKASLIFE.BO,VIKAS LIFECARE LIMITED
VIKASMCORP.BO,VIKAS LIFECARE LTD
VIKASPROP.BO,VIKAS PROPPANT & GRANITE LTD.
VIKASWSP.BO,Vikas WSP Limited
VIKRAMTH.BO,Vikram Thermo (India) Limited
VIMTALABS.BO,Vimta Labs Limited
VINATIORGA.BO,Vinati Organics Limited
VINDHYATEL.BO,Vindhya Telelinks Limited
VINRKLB.BO,Rekvina Laboratories Limited
VINTAGES.BO,Vintage Securities Limited
VINTRON.BO,Vintron Informatics Limited
VINYLINDIA.BO,Vinyl Chemicals (India) Limited
VINYOFL.BO,Vinyoflex Limited
VIPCLOTHNG.BO,VIP Clothing Limited
VIPIND.BO,VIP Industries Limited
VIPPYSP.BO,Vippy Spinpro Limited
VIPUL.BO,Vipul Limited
VIPULORG.BO,Vipul Organics Limited
VIRAT.BO,Virat Industries Limited
VIRATCRA.BO,Virat Crane Industries Limited
VIRINCHI.BO,Virinchi Limited
VIRTUALG.BO,Virtual Global Education Limited
VIRTUALS.BO,VirtualSoft Systems Limited
VISAGAR.BO,Visagar Financial Services Limited
VISAKAIND.BO,Visaka Industries Limited
VISASTEEL.BO,VISA Steel Limited
VISCO.BO,Visco Trade Associates Limited
VISESHINFO.BO,MPS Infotecnics Limited
VISHAL.BO,Vishal Fabrics Limited
VISHALBL.BO,Vishal Bearings Limited
VISHNU.BO,Vishnu Chemicals Limited
VISHWARAJ.BO,Vishwaraj Sugar Industries Lim
VISIONCINE.BO,Vision Cinemas Limited
VISIONCO.BO,Vision Corporation Limited
VISTAPH.BO,Vista Pharmaceuticals Limited
VISTARAMAR.BO,Vistar Amar Limited
VISVEN.BO,VISHVPRABHA VENTURES LIMITED
VITESSE.BO,Vitesse Agro Limited
VIVANTA.BO,Vivanta Industries Limited
VIVANZA.BO,Vivanza Biosciences Limited
VIVIDHA.BO,Visagar Polytex Limited
VIVIDIND.BO,Vivid Global Industries Limited
VIVIDM.BO,VIVID MERCANTILE LIMITED
VIVIMEDLAB.BO,Vivimed Labs Limited
VIVOBIOT.BO,Vivo Bio Tech Limited
VJLAXMIE.BO,Veejay Lakshmi Engineering Works Limited
VJTFEDU.BO,VJTF Eduservices Limited
VKAL.BO,Vantage Knowledge Academy Limited
VKJINFRA.BO,VKJ Infradevelopers Limited
VLSFINANCE.BO,VLS Finance Limited
VMART.BO,V-Mart Retail Limited
VMS.BO,VMS Industries Limited
VMV.BO,VMV Holidays Limited
VOITHPAPR.BO,Voith Paper Fabrics India Limited
VOLLF.BO,Voltaire Leasing & Finance Limited
VOLTAMP.BO,Voltamp Transformers Limited
VOLTAS.BO,Voltas Limited
VRFILMS.BO,V R FILMS & STUDIOS LIMITED
VRL.BO,Vasundhara Rasayans Limited
VRLLOG.BO,VRL Logistics Limited
VSFPROJ.BO,VSF Projects Limited
VSSL.BO,Vardhman Special Steels Limited
VSTIND.BO,VST Industries Limited
VSTTILLERS.BO,V.S.T. Tillers Tractors Limited
VTL.BO,Vardhman Textiles Limited
VTMLTD.BO,VTM Limited
VXLINSTR.BO,VXL Instruments Limited
WAA.BO,Waa Solar Limited
WABAG.BO,VA Tech Wabag Limited
WABCOINDIA.BO,WABCO India Limited
WAGEND.BO,Wagend Infra Venture Limited
WALCHANNAG.BO,Walchandnagar Industries Limited
WALCHPF.BO,Walchand PeopleFirst Limited
WALLFORT.BO,Wallfort Financial Services Limited
WANBURY.BO,Wanbury Limited
WARDINMOBI.BO,WARDWIZARD INNOVATIONS AND MOB
WARRENTEA.BO,Warren Tea Limited
WATERBASE.BO,The Waterbase Limited
WEBELSOLAR.BO,Websol Energy System Limited
WEIZMANIND.BO,Weizmann Limited
WELCORP.BO,Welspun Corp Limited
WELCURE.BO,Welcure Drugs & Pharmaceuticals Limited
WELENT.BO,Welspun Enterprises Limited
WELINV.BO,Welspun Investments and Commercials Limited
WELLESLEY.BO,WELLESLEY CORPORATION LTD.
WELLNESS.BO,Wellness Noni Limited
WELSPLSOL.BO,WELSPUN SPECIALTY SOLUTIONS LI
WELSPUNIND.BO,Welspun India Limited
WELTI.BO,Welterman International Limited
WENDT.BO,Wendt (India) Limited
WEPSOLN-RE.BO,WEP Solutions Ltd
WEPSOLN.BO,WeP Solutions Limited
WESTLEIRES.BO,West Leisure Resorts Limited
WESTLIFE.BO,Westlife Development Limited
WHBRADY.BO,W.H. Brady & Company Limited
WHEELS.BO,Wheels India Limited
WHIRLPOOL.BO,Whirlpool of India Limited
WHITEORG.BO,White Organic Agro Limited
WILLAMAGOR.BO,Williamson Magor & Co. Limited
WILLIMFI.BO,Williamson Financial Services Limited
WIMPLAST.BO,Wim Plast Limited
WINDMACHIN.BO,Windsor Machines Limited
WINSOMBR.BO,Winsome Breweries Limited
WINSOMTX.BO,Winsome Textile Industries Limited
WIPRO.BO,Wipro Limited
WIREFABR.BO,Wires and Fabriks (S.A.) Limited
WOCKPHARMA.BO,Wockhardt Limited
WOMENNET.BO,Pagaria Energy Limited
WONDERLA.BO,Wonderla Holidays Limited
WORL.BO,White Organic Retail Limited
WPIL.BO,WPIL Limited
WSFIN.BO,Wall Street Finance Limited
WSIND.BO,W.S. Industries (India) Limited
WSTCSTPAPR.BO,West Coast Paper Mills Limited
WWALUM.BO,WORLDWIDE ALUMINIUM LIMITED
XCHANGING.BO,Xchanging Solutions Limited
XELPMOC.BO,Xelpmoc Design and Tech Limite
XPROINDIA.BO,Xpro India Limited
XTGLOBAL.BO,XTGLOBAL INFOTECH LIMITED
YAARII.BO,Yaarii Digital Integrated Serv
YAMNINV.BO,Yamini Investments Company Limited
YARNSYN.BO,Yarn Syndicate Limited
YASHCHEM.BO,Yash Chemex Limited
YASHMGM.BO,Yash Management & Satellite Ltd.
YASHO.BO,YASHO INDUSTRIES LIMITED
YASHPAKKA.BO,YASH PAKKA LIMITED
YASHRAJC.BO,Yashraj Containeurs Limited
YESBANK.BO,Yes Bank Limited
YOGISUNG.BO,Yogi Infra Projects Limited
YORKEXP.BO,York Exports Limited
YSL.BO,The Yamuna Syndicate Ltd
YUG.BO,Yug Decor Limited
YUKEN.BO,Yuken India Limited
YURANUS.BO,Yuranus Infrastructure Limited
YUVRAAJHPL.BO,Yuvraaj Hygiene Products Limited
ZBINTXPP.BO,Binayak Tex Processors Limited
ZDHJERK.BO,Dhanvantri Jeevan Rekha Limited
ZEAL.BO,Zeal Aqua Limited
ZEEL.BO,Zee Entertainment Enterprises Limited
ZEELEARN.BO,Zee Learn Limited
ZEEMEDIA.BO,Zee Media Corporation Limited
ZENIFIB.BO,Zenith Fibres Limited
ZENITHEXPO.BO,Zenith Exports Limited
ZENITHHE.BO,Zenith Healthcare Limited
ZENITHSTL.BO,ZENITH STEEL PIPES AND  INDUST
ZENLABS.BO,Zenlabs Ethica Limited
ZENOTECH.BO,Zenotech Laboratories Limited
ZENSARTECH.BO,Zensar Technologies Limited
ZENTEC.BO,Zen Technologies Limited
ZFSTEERING.BO,ZF Steering Gear (India) Limited
ZICOM.BO,Zicom Electronic Security Systems Limited
ZIMLAB.BO,ZIM Laboratories Limited
ZKHANDEN.BO,Khandelwal Extractions Limited
ZMULTIPU.BO,Multipurpose Trading and Agencies Limited
ZODIACLOTH.BO,Zodiac Clothing Company Limited
ZODIACVEN.BO,Zodiac Ventures Limited
ZODJRDMKJ.BO,Zodiac-JRD-MKJ Limited
ZPPOLYSA.BO,Planter's Polysacks Limited
ZSARACOM.BO,Saraswati Commercial (India) Limited
ZSVARAJT.BO,Svaraj Trading and Agencies Limited
ZUARI.BO,Zuari Agro Chemicals Limited
ZUARIGLOB.BO,Zuari Global Limited
ZWELCAST.BO,Welcast Steels Limited
ZYDUSWELL.BO,Zydus Wellness Limited
